Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
conferencePaper,2014,"Sharakhov, Nikita; Marojevic, Vuk; Romano, Ferdinando; Polys, Nicholas; Dietrich, Carl",Visualizing Real-Time Radio Spectrum Access with CORNET3D,Proceedings of the 19th International ACM Conference on 3D Web Technologies,978-1-4503-3015-2,,10.1145/2628588.2628598,https://doi.org/10.1145/2628588.2628598,"Modern web technology enables the 3D portrayal of real-time data. WebSocket connections provide data over the web without the time-consuming overhead of HTTP requests. The server-side ""push"" paradigm is particularly useful for creating novel tools such as CORNET3D, where real-time 3D visualization is required. CORNET3D is an innovative Web3D interface to a research and education test bed for Dynamic Spectrum Access (DSA). Our system can drive several 2D and 3D portrayals of spectral data and radio performance metrics from a live, online system. The testbed can further integrate the data portrayals into a multi-user ""serious game"" to teach students about strategies for the optimal use of spectrum resources by providing them with real-time scoring based on their choices of radio transmission parameters. This paper describes the web service architecture and Webd3D front end for our DSA testbed, detailing new methods for spectrum visualization and the applications they enable.",2014,8/19/2020 6:59,8/19/2020 6:59,,109–116,,,,,,,Web3D '14,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,computer graphics; HTML5; web applications; WebGL; WebSockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2010,"Massé, Fabien; Penders, Julien; Serteyn, Aline; van Bussel, Martien; Arends, Johan",Miniaturized Wireless ECG-Monitor for Real-Time Detection of Epileptic Seizures,Wireless Health 2010,978-1-60558-989-3,,10.1145/1921081.1921095,https://doi.org/10.1145/1921081.1921095,"Recent advances in miniaturization of ultra-low power components allow for more intelligent wearable health monitors. Such systems may be used in a wide range of application areas. Here, the development and evaluation of a wireless wearable electrocardiogram (ECG) monitor to detect epileptic seizures from changes in the cardiac rhythm is described. The ECG is measured using an ultra-low-power circuit for bio-potential acquisition. The ECG data is continuously analyzed by embedded algorithms: a robust beat-detection algorithm combined with a real-time heart beat-based epileptic seizure detector. Each detected seizure candidate triggers its transmission to a receiving radio-station. At the same time, the detected events and the raw ECG data are stored on an embedded memory card from which they can be wirelessly downloaded for off-line analysis. The performance of the system in terms of power-consumption, robustness of the radio-link and comfort of use is reported. In its current implementation, the proposed ECG-monitor prototype has a size of 52x36x15mm3, and an autonomy of one day. Wireless, miniaturized and comfortable, this prototype opens new perspectives for continuous and ambulatory health monitoring.",2010,8/19/2020 6:59,8/19/2020 6:59,,111–117,,,,,,,WH '10,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,body area network; ECG; epilepsy; real-time; wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2013,"Hoffmann, Leah",Looking Back at Big Data,Commun. ACM,,0001-0782,10.1145/2436256.2436263,https://doi.org/10.1145/2436256.2436263,"As computational tools open up new ways of understanding history, historians and computer scientists are working together to explore the possibilities.",2013-04,8/19/2020 6:59,8/19/2020 6:59,,21–23,,4,56,,,,,,,,,,,,,,,,,"Place: New York, NY, USA Publisher: Association for Computing Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2010,"Quintal, Filipe; Nunes, Nuno J; Ocneanu, Adrian; Berges, Mario",SINAIS: Home Consumption Package: A Low-Cost Eco-Feedback Energy-Monitoring Research Platform,Proceedings of the 8th ACM Conference on Designing Interactive Systems,978-1-4503-0103-9,,10.1145/1858171.1858252,https://doi.org/10.1145/1858171.1858252,This paper describes a low cost eco-feedback energy monitoring research platform. The prototype system developed in Quartz Composer uses the computer's audio input and a current transformer to calculate real-time energy usage while also offering multiple visualization options and tracking human-activities. The prototype is being used in a multidisciplinary research project to understand the long-term effects of eco-feedback and enduring behavioral changes towards practices that promote sustainability.,2010,8/19/2020 6:59,8/19/2020 6:59,,419–421,,,,,,,DIS '10,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2016,"Cetilia, Mark",Pulse Shape 22: Audiovisual Performance and Data Transmutation,ACM SIGGRAPH 2016 Art Gallery,978-1-4503-4280-3,,10.1145/2897843.2915186,https://doi.org/10.1145/2897843.2915186,"Pulse Shape 22 is an improvisational audiovisual performance featuring shortwave radio transmissions as the sole source material for real-time audio processing alongside video of the sun projected through cast-glass lenses designed specifically for this piece. The structure of the piece is derived from metrics on energy accumulation over a period of 2.2 nanoseconds resulting from the targeting of 60 laser beams on a single tetrahedral hohlraum in weapons testing experiments as carried out by the Los Alamos Inertial Confinement Fusion unit, at the Omega Laser Facility at the University of Rochester. Pulse Shape 22 is an exploration of architectural space through the use of site- and time-specific information found in regions of the electromagnetic spectrum outside the reaches of the human sensory apparatus. It is an attempt to alter the audience's perceptions of their surroundings and create a moment of rupture from hidden worlds found in our local environment.",2016,8/19/2020 6:59,8/19/2020 6:59,,317–323,,,,,,,SIGGRAPH '16,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2015,"Mafrur, Rischan; Nugraha, I Gde Dharma; Choi, Deokjai","Concept, Design and Implementation of Sensing as a Service Framework",Proceedings of the 9th International Conference on Ubiquitous Information Management and Communication,978-1-4503-3377-1,,10.1145/2701126.2701173,https://doi.org/10.1145/2701126.2701173,"Today, personal data is becoming a new economic asset. The data that we generated from our smartphone, our interaction in social media, its like oil in the Internet. An increasing of personal data in the internet cause some issue such as privacy issue, complexity processing, and etc. That will require a highly reliable, available, serviceable, and secure infrastructure at its core and robust innovation. This paper propose a new concept, design and implementation of sensing as a service framework. This framework has three main components: 1) personal data collector application; 2) web portal that has user friendly interface and shows responsive analysis result of personal data that can be accessed by the users based on new web technology; 3) REST API feature and documentation for third party. The goals of this paper are: 1) to provide rich application as a service based on users personal data log; 2) to bridging the user and third party such as developers in term of developing applications and researcher for research based on user personal data; 3) to develop reliable, available, serviceable and secure sensing as a service framework.",2015,8/19/2020 6:59,8/19/2020 6:59,,,,,,,,,IMCOM '15,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,implementation; mobile sensing; personal data analysis; sensing as a service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2020,"Scholl, Hans J",Digital Government: Looking Back and Ahead on a Fascinating Domain of Research and Practice,Digit. Gov.: Res. Pract.,,2691-199X,10.1145/3352682,https://doi.org/10.1145/3352682,"Digital Government refers to the use of information technology to support government operations, engage citizens, and provide government services, as the Digital Government Society declares in its mission statement. While modern information technologies provide the necessary underpinnings expressed by the terms “digital” or the outdated “electronic,” for this public-sector phenomenon, technology in and by itself is not sufficient to capture the scope and various dimensions of Digital Government, which, unobserved at first, and later even disputed, continue to have increasingly transformational influences on the business of government in all its aspects, on all levels, and in all branches. In this disquisition, the evolution of Digital Government is portrayed and discussed from its humble beginnings to the intermediary present along with a projection and a preview of where this fascinating multidisciplinary domain of research and practice might lead in the next two decades. It is claimed that the transformation of the business of government is just beginning, and it is argued that major and undeniable instances of transition can be observed in the next decade.",2020-02,8/19/2020 6:59,8/19/2020 6:59,,,,1,1,,,,,,,,,,,,,,,,,"Place: New York, NY, USA Publisher: Association for Computing Machinery",,,,Challenged Democracies; Dark Digital Government; Digital Citizen; Digital Divide; Digital Government Evolution; Digital Government Research Directions; Digital Participation; Digital Representation; Digitization; Government Surveillance; Innovation; Multi-disciplinary Research; Privacy in the Digital Age; Reformation; Transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2015,"Bailey, Mike",Fundamentals Seminar,ACM SIGGRAPH 2015 Courses,978-1-4503-3634-5,,10.1145/2776880.2788475,https://doi.org/10.1145/2776880.2788475,,2015,8/19/2020 6:59,8/19/2020 6:59,,,,,,,,,SIGGRAPH '15,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2017,"Wang, Xianjing; Liono, Jonathan; McIntosh, Will; Salim, Flora D",Predicting the City Foot Traffic with Pedestrian Sensor Data,"Proceedings of the 14th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",978-1-4503-5368-7,,10.1145/3144457.3152355,https://doi.org/10.1145/3144457.3152355,"In this paper, we focus on developing a model and system for predicting the city foot traffic. We utilise historical records of pedestrian counts captured with thermal and laser-based sensors installed at multiple locations throughout the city. A robust prediction system is proposed to cope with various temporal foot traffic patterns. The empirical evaluation of our experiment shows that the proposed ARIMA model is effective in modelling both weekdays and weekend patterns, outperforming other state-of-art models for short-term prediction of pedestrian counts. The model is capable of accurately predicting pedestrian numbers up to 16 days in advance, on multiple look-ahead times. Our system is evaluated with a real-world sensor dataset supplied by the City of Melbourne.",2017,8/19/2020 6:59,8/19/2020 6:59,,1–10,,,,,,,MobiQuitous 2017,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,mobility patterns; pedestrian count; prediction; time series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2011,"Mendoza, Benito; Xu, Peng; Ren, Qiangguo; Bai, Li",Agile Plant Management Using Agents and Mobile Devices: Enhancing Collaboration and Information Integration in Large-Scale,Proceedings of the 2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology - Volume 02,978-0-7695-4513-4,,10.1109/WI-IAT.2011.257,https://doi.org/10.1109/WI-IAT.2011.257,"In this paper, we introduce a mobile device enabled multi-agent system that aims at more effective information integration for large-scale plant management. In our approach, different agents are in charge of individual plant units, plant activities (e.g., scheduling), and human-computer interface. Agents residing in mobile devices enable operators to access critical plant information, process data, and make decisions in a remote and around-the-clock fashion. The effectiveness of the system has been demonstrated with an implementation to manage a virtual plan.",2011,8/19/2020 6:59,8/19/2020 6:59,,442–445,,,,,,,WI-IAT '11,,,,IEEE Computer Society,USA,,,,,,,,,,,,mobile computing; information management; multi-agent systems; system integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Pournaras, Evangelos; Pilgerstorfer, Peter; Asikis, Thomas",Decentralized Collective Learning for Self-Managed Sharing Economies,ACM Trans. Auton. Adapt. Syst.,,1556-4665,10.1145/3277668,https://doi.org/10.1145/3277668,"The Internet of Things equips citizens with a phenomenal new means for online participation in sharing economies. When agents self-determine options from which they choose, for instance, their resource consumption and production, while these choices have a collective systemwide impact, optimal decision-making turns into a combinatorial optimization problem known as NP-hard. In such challenging computational problems, centrally managed (deep) learning systems often require personal data with implications on privacy and citizens' autonomy. This article envisions an alternative unsupervised and decentralized collective learning approach that preserves privacy, autonomy, and participation of multi-agent systems self-organized into a hierarchical tree structure. Remote interactions orchestrate a highly efficient process for decentralized collective learning. This disruptive concept is realized by I-EPOS, the Iterative Economic Planning and Optimized Selections, accompanied by a paradigmatic software artifact. Strikingly, I-EPOS outperforms related algorithms that involve non-local brute-force operations or exchange full information. This article contributes new experimental findings about the influence of network topology and planning on learning efficiency as well as findings on techno-socio-economic tradeoffs and global optimality. Experimental evaluation with real-world data from energy and bike sharing pilots demonstrates the grand potential of collective learning to design ethically and socially responsible participatory sharing economies.",2018-11,8/19/2020 6:59,8/19/2020 6:59,,,,2,13,,,,,,,,,,,,,,,,,"Place: New York, NY, USA Publisher: Association for Computing Machinery",,,,smart grid; collective intelligence; combinatorial optimization; Computational intelligence; decentralized system; distributed system; machine learning; multi-agent system; network; self-management; sharing economy; smart city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2018,"Oliver, Jessica L; Brereton, Margot; Watson, David M; Roe, Paul",Visualisations Elicit Knowledge to Refine Citizen Science Technology Design: Spectrograms Resonate with Birders,Proceedings of the 30th Australian Conference on Computer-Human Interaction,978-1-4503-6188-0,,10.1145/3292147.3292171,https://doi.org/10.1145/3292147.3292171,"Acoustic sensors offer a promising new tool to detect furtive animals; however, sifting through years of audio data is fraught with challenges. Developing automatic detection software still requires a large dataset of calls that have been accurately annotated by experts. Few studies have explored how people identify species by vocalisations in the wild, and how this skill can be applied to designing technologies for locating and identifying calls in recordings. To explore how birders often find and identify animals by calls and share their observations, we conducted qualitative interviews and a visualization-review activity with nine birders, eliciting insight into their existing practices, knowledge, and visualisation interpretation. We found that visualisations evoked memories demonstrating birder expertise on the natural history, behaviours, and habitats of birds. Birders were curious and learned from exploring the abstract patterns in visualisations of acoustic data, relying on past experiences with nature to interpret acoustic visualisations. Birders often wanted to corroborate findings with other birders by reviewing acoustic recordings and local bird lists. This study demonstrates how qualitative review of visualisations can elicit a nuanced understanding of community practices, knowledge, and sensemaking, which are essential to improve design of future technologies.",2018,8/19/2020 6:59,8/19/2020 6:59,,133–144,,,,,,,OzCHI '18,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,visualisation; acoustics; activity-centred design; birders; birdwatching; citizen science; knowledge elicitation; sensemaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
book,2018,,SIGGRAPH '18: ACM SIGGRAPH 2018 Art Gallery,,978-1-4503-5778-4,,,,"Building upon an exciting and eclectic selection of creative practices mediated through technologies that represent the sophistication of our times, the SIGGRAPH 2018 Art Gallery will embrace the narratives of the indigenous communities near Vancouver and throughout Canada as a source of inspiration.The exhibition will feature contemporary media artworks, art pieces by indigenous communities, and other traces of technologically mediated ludic practices.The exhibition aims to articulate myth and technology, science and art, the deep past and the computational present, and will coalesce around the theme of Origins. Media and technological creative expressions will explore principles such as the origins of cosmos, the origins of life, the origins of human presence on the planet, the origins of people that occupy the territories of the Americas, and the origins of people who are still living in the vast territories of the Arctic.Additionally, the venue intends to rekindle the original spark that ignited the collaborative spirit in the community of engineers, scientists, and artists who came together to create the first SIGGRAPH conference in the early 1970s.",2018,8/19/2020 6:59,8/19/2020 6:59,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2013,"Tripathi, Sanjay; Kulkarni, Wagesh",Improving Visualization for Decision Making in Alarm Resolution of Power Systems,Proceedings of the 11th Asia Pacific Conference on Computer Human Interaction,978-1-4503-2253-9,,10.1145/2525194.2525278,https://doi.org/10.1145/2525194.2525278,"Providing right information in right context always helps viewer gain better understanding of the context. In the industrial environment where Supervisory Control and Data Acquisition (SCADA) systems being used to monitor and control the complete network system by trained operators, primary goal of the operator is to ensure the safety of the personal and devices in the field from any anomaly situations. In this paper we have developed alarm visualization to support industrial operators in making right decision and also validated using both qualitative and quantitative research methodologies.",2013,8/19/2020 6:59,8/19/2020 6:59,,247–251,,,,,,,APCHI '13,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,alarm management; decision support; human computer interaction; human machine interface; user centered design; visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2016,"Zöllner, Michael; Zapf, Andreas; Truong, Nhan Duc; Scheer, Stefanie",Okinesio: The Development of Open Hardware for Quantified Self,Proceedings of the 3rd International Workshop on Sensor-Based Activity Recognition and Interaction,978-1-4503-4245-2,,10.1145/2948963.2948966,https://doi.org/10.1145/2948963.2948966,"In this paper we are describing the development process of open hardware for quantified self applications. We are briefly describing the methods and the results of the evaluation of a range of top-selling activity trackers regarding accuracy, underlying hardware sensors, user experience and data accessibility. The main part of the paper deals with the hardware development process of the okinesio board, the production and the lessons learned.",2016,8/19/2020 6:59,8/19/2020 6:59,,,,,,,,,iWOAR '16,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,sensors; hardware; input devices; user interfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2020,"Castelli, Nico; Taugerbeck, Sebastian; Stein, Martin; Jakobi, Timo; Stevens, Gunnar; Wulf, Volker",Eco-InfoVis at Work: Role-Based Eco-Visualizations for the Industrial Context,Proc. ACM Hum.-Comput. Interact.,,,10.1145/3375182,https://doi.org/10.1145/3375182,"Currently, there is a broad range of studies dealing with the design and visualization of energy consumption data for the domestic and increasingly for the office context. However, studies addressing the industrial context are quite rare, and due to the diversity of machines, processes, tasks, personal motivations, teams and the specific organizational culture of companies, it is not sufficient to provide only consumption data. For an adequate consideration of these factors, detailed design guidelines and system concepts are currently missing. However, this study shows the potential that a common understanding of consumption data can emerge through suitable visualization to support everyday work and possibilities of data sharing. Therefore, we show exemplarily how a design can be derived from empirically collected requirements and how a system concept can look like that enrich current eco-feedback design research for the industrial context.",2020-01,8/19/2020 6:59,8/19/2020 6:59,,,,GROUP,4,,,,,,,,,,,,,,,,,"Place: New York, NY, USA Publisher: Association for Computing Machinery",,,,data visualization; iot; eco-feedback; iiot; sid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2014,"Foottit, Jacques; Brown, Dave; Marks, Stefan; Connor, Andy M",An Intuitive Tangible Game Controller,Proceedings of the 2014 Conference on Interactive Entertainment,978-1-4503-2790-9,,10.1145/2677758.2677774,https://doi.org/10.1145/2677758.2677774,"This paper outlines the development of a sensory feedback device providing a tangible interface for controlling digital environments, in this example a flight simulator, where the intention for the device is that it is relatively low cost, versatile and intuitive. Gesture based input allows for a more immersive experience, so rather than making the user feel like they are controlling an aircraft the intuitive interface allows the user to become the aircraft that is controlled by the movements of the user's hand. The movements are designed to allow a sense of immersion that would be difficult to achieve with an alternative interface.A vibrotactile based haptic feedback is incorporated in the device to further enhance the connection between the user and the game environment by providing immediate confirmation of game events. When used for navigating an aircraft simulator, this device invites playful action and thrill. It bridges new territory on portable, low cost solutions for haptic devices in gaming contexts.",2014,8/19/2020 6:59,8/19/2020 6:59,,1–7,,,,,,,IE2014,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,game controllers; haptic devices; vibrotactile feedback; Wearable computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Johnson, Jeffrey; Tesei, Luca; Piangerelli, Marco; Merelli, Emanuela; Paci, Riccardo; Stojanovic, Nenad; Leitão, Paulo; Barbosa, José; Amador, Marco","Big Data: Business, Technology, Education, and Science: Big Data (Ubiquity Symposium)",Ubiquity,,,10.1145/3158350,https://doi.org/10.1145/3158350,"Transforming the latent value of big data into real value requires the great human intelligence and application of human-data scientists. Data scientists are expected to have a wide range of technical skills alongside being passionate self-directed people who are able to work easily with others and deliver high quality outputs under pressure. There are hundreds of university, commercial, and online courses in data science and related topics. Apart from people with breadth and depth of knowledge and experience in data science, we identify a new educational path to train ""bridge persons"" who combine knowledge of an organization's business with sufficient knowledge and understanding of data science to ""bridge"" between non-technical people in the business with highly skilled data scientists who add value to the business. The increasing proliferation of big data and the great advances made in data science do not herald in an era where all problems can be solved by deep learning and artificial intelligence. Although data science opens up many commercial and social opportunities, data science must complement other science in the search for new theory and methods to understand and manage our complex world.",2018-07,8/19/2020 6:59,8/19/2020 6:59,,,,July,2018,,,,,,,,,,,,,,,,,"Place: New York, NY, USA Publisher: Association for Computing Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2016,"Sahoo, Deepak Ranjan; Hornbæk, Kasper; Subramanian, Sriram",TableHop: An Actuated Fabric Display Using Transparent Electrodes,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,978-1-4503-3362-7,,10.1145/2858036.2858544,https://doi.org/10.1145/2858036.2858544,"We present TableHop, a tabletop display that provides controlled self-actuated deformation and vibro-tactile feedback to an elastic fabric surface while retaining the ability for high-resolution visual projection. The surface is made of a highly stretchable pure spandex fabric that is electrostatically actuated using electrodes mounted on its top or underside. It uses transparent indium tin oxide electrodes and high-voltage modulation to create controlled surface deformations. Our setup actuates pixels and creates deformations in the fabric up to +/- 5 mm. Since the electrodes are transparent, the fabric surface functions as a diffuser for rear-projected visual images, and avoid occlusion by users or actuators. Users can touch and interact with the fabric to experience expressive interactions as with any fabric based shape-changing interface. By using frequency modulation in the high-voltage circuit, it can also create localized tactile sensations on the user's fingertip when touching the surface. We provide simulation and experimental results for the shape of the deformation and frequency of the vibration of the surface. These results can be used to build prototypes of different sizes and form-factors. We present a working prototype of TableHop that has 30x40 cm2 surface area and uses a grid of 3x3 transparent electrodes. It uses a maximum of 9.46 mW and can create tactile vibrations of up to 20 Hz. TableHop can be scaled to make large interactive surfaces and integrated with other objects and devices. TableHop will improve user interaction experience on 2.5D deformable displays.",2016,8/19/2020 6:59,8/19/2020 6:59,,3767–3780,,,,,,,CHI '16,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,actuated surfaces; actuated tangible interfaces; deformable displays; electrostatic actuation; haptic feedback; human-computer interaction; shape-changing displays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2015,"Jain, Mohit; Chhabra, Deepika; Singh, Amarjeet",Short Paper: Comparing Energy Feedback Techniques for Dormitory Students in India,Proceedings of the 2nd ACM International Conference on Embedded Systems for Energy-Efficient Built Environments,978-1-4503-3981-0,,10.1145/2821650.2821678,https://doi.org/10.1145/2821650.2821678,"Recent research work has explored solutions to address the problem of increased energy consumption by providing feedback to individuals about their consumption patterns, thus motivating them for conservative actions. In particular, university dormitory setting provides an excellent venue to explore effectiveness of energy feedback mechanisms. Most of such dormitory studies used a web-based portal for enabling competition among students as motivation for energy saving. Moreover, the majority of them have been conducted in the developed world. In this paper, we report a 6-week study conducted in an Indian university with 432 students (18 groups), comparing five different eco-feedback techniques. The results show that Daily Individual Paper Feedback encourages more conservation, both among males and females, with 19.4% and 7.6% reduction, respectively. We conclude with a discussion on the importance of easy and regular availability of information, effectiveness of paper-based feedback, and role of gender in eco-feedback.",2015,8/19/2020 6:59,8/19/2020 6:59,,221–224,,,,,,,BuildSys '15,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,design; sustainability; eco-feedback; dormitory; energy; experimentation; human factors; india; students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Vieira, Ianegitz; Alvaro, Alexandre",A Centralized Platform of Open Government Data as Support to Applications in the Smart Cities Context,SIGSOFT Softw. Eng. Notes,,0163-5948,10.1145/3149485.3149512,https://doi.org/10.1145/3149485.3149512,"Purpose - This article aims to present the design, implementation and validation of an Open Government Data Platform.Design/methodology/approach - The development of the work took place in 4 steps: survey of the state of the art of literature; design of the open government data platform; implementation and testing of the platform; and, finally, experimental validation with a group of students of a Brazilian university.Findings - Through the validations of the platform can be noted advantages with respect to the productivity gain for the development of solutions, in the context of Smart Cities, using the proposed platform.Research limitations/implications - The experiment was developed in a controlled manner in the context of a Brazilian university. In addition, there is a need to capture more data from other town hall to store on the platform.Originality/value - The centralized storage of open government data is a tool that enables the decision-making of public managers as well as the beginning of the transformation of the present cities to a smart city.",2018-01,8/19/2020 6:59,8/19/2020 6:59,,1–13,,4,42,,,,,,,,,,,,,,,,,"Place: New York, NY, USA Publisher: Association for Computing Machinery",,,,Smart Cities; Analytic Platform; Case Study; Open Government Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2011,"Zhu, Kening; Nii, Hideaki; Fernando, Owen Noel Newton; Cheok, Adrian David",Selective Inductive Powering System for Paper Computing,Proceedings of the 8th International Conference on Advances in Computer Entertainment Technology,978-1-4503-0827-4,,10.1145/2071423.2071497,https://doi.org/10.1145/2071423.2071497,"We present a method of selective wireless power transferring for paper computing. The novelty of this method lies in the power transmitter can be controlled to selectively activate different receivers in the context of wireless power transferring with multiple receivers. This was achieved by changing the output frequency of the power transmitter and the impedance of the receivers. With this method, users could easily design new types of paper-computing system without worrying about the arrangement of the massive wire connection to power supply. This technology combining with paper computing can become a physical rendering system using paper-craft, such as paper folding and cutting. In this paper we describe the implementation of our method, the advantages and limitations, the applications and the future directions.",2011,8/19/2020 6:59,8/19/2020 6:59,,,,,,,,,ACE '11,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,paper computing; selective wireless power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conferencePaper,2016,"Iyengar, Varsha; Coleman, Grisha; Tinapple, David; Turaga, Pavan","Motion, Captured: An Open Repository for Comparative Movement Studies",Proceedings of the 3rd International Symposium on Movement and Computing,978-1-4503-4307-7,,10.1145/2948910.2948938,https://doi.org/10.1145/2948910.2948938,"This paper begins to describe a new kind of database, one that explores a diverse range of movement in the field of dance through capture of different bodies and different backgrounds - or what we are terming movement vernaculars. We re-purpose Ivan Illich's concept of 'vernacular work' [11] here to refer to those everyday forms of dance and organized movement that are informal, refractory (resistant to formal analysis), yet are socially reproduced and derived from a commons. The project investigates the notion of vernaculars in movement that is intentional and aesthetic through the development of a computational approach that highlights both similarities and differences, thereby revealing the specificities of each individual mover. This paper presents an example of how this movement database is used as a research tool, and how the fruits of that research can be added back to the database, thus adding a novel layer of annotation and further enriching the collection. Future researchers can then benefit from this layer, further refining and building upon these techniques.The creation of a robust, open source, movement lexicon repository will allow for observation, speculation, and contextualization - along with the provision of clean and complex data sets for new forms of creative expression.",2016,8/19/2020 6:59,8/19/2020 6:59,,,,,,,,,MOCO '16,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,annotation; clustering; community; crowd-sourcing; database; machine-learning; motion capture; Movement; open-source; repository; translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
